fid,qc_id,corrltv,prd_fsc,ciclo,entidad,redi,estado,municip,parroqu,categor,subctgr,mnt_pry,fech_nc,cotizcn,mnt_pr_,nmbr_pr,dscrpc_,estts_p,huso_nc,hus_fnl,crd_nr_,crd_st_,tipo_br,cntdd__,undd_br,mtrls_c,mtrl_tp,mtrl_cn,clsfccn,motivo,longitd,latitud,nrmlzd_,ctgrs_m,icon_url
"127","125",PI-2022-C-13-E-351-00038519,2022,C13,GOBERNACIÓN DE MÉRIDA,Los Andes,Mérida,Alberto Adriani,Presidente Páez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),69422.0921187308,2022/11/17,9.77,69422.0921187308,REHABILITACION DEL ASFALTADO DE LA AV DON PEPE ROJAS PARROQUIA PRESIDENTE PAEZ MUNICIPIO ALBERTO ADRIANI DEL ESTADO BOLIVARIANO DE MERIDA.,"REHABILITACION DE 4000 MTS2  DE CARPETA ASFALTICA, LIMPIEZA DE LA ZONA, REMOCION DE ASFALTADO Y MOVILIZACION DE ESCOMBROS, DE LA AV DON PEPE ROJAS DE LA PARROQUIA PRESIDENTE PAEZ MUNICIPIO ALBERTO ADRIANI DEL ESTADO BOLIVARIANO DE MERIDA.",Culminado,"19","19","952932","206846",Rehabilitación o Mejora,400,m2,Si,Asfalto (Ton),"1200",carpeta,Elementos no asfalticos,-71.663300005398,8.61160981151125,0.078158526162045,"2",./0.png
"128","126",PI-2022-C-13-E-352-00038607,2022,C13,GOBERNACIÓN DE MIRANDA,Central,Miranda,Simón Bolívar,San Francisco De Yare,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),93942.1903787103,2022/11/17,9.77,93942.1903787103,"REHABILITACIÓN DE LA VIALIDAD URBANA DESDE LA CALLE BOLÍVAR, HASTA LA CALLE RIBAS  DE SAN FRANCISCO DE YARE, PARROQUIA SAN FRANCISCO, MUNICIPIO SIMÓN BOLÍVAR DEL ESTADO MIRANDA.","EL PROYECTO CONSISTE EN LA ADQUISICIÓN DE 880 TONELADAS DE MEZCLA ASFÁLTICA PARA MEJORAR LA CAPA DE RODAMIENTO, PREVIA REMOCIÓN DE LA CAPA ASFÁLTICA EXISTENTE, CON LA FINALIDAD DE INCREMENTAR LA CALIDAD DE LA TRANSITABILIDAD EN EL SECTOR.",Culminado,"19","19","1125856","746545",Rehabilitación o Mejora,19680,m2,Si,Mezcla Asfáltica (Toneladas),"880",carpeta,Elementos no asfalticos,-66.7421657076561,10.1793961854184,0.437005917157586,"2",./0.png
"129","127",PI-2022-C-13-E-359-00038568,2022,C13,GOBERNACIÓN DE LA GUAIRA,Central,La Guaira,Vargas,Naiguatá,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",332245.514841351,2022/11/17,9.77,332245.514841351,"REHABILITACIÓN INTEGRAL DE CARRETERA PERIMETRAL TANAGUARENAS-NAIGUATÁ, DESDE EL TRAMO COMPRENDIDO ENTRE LA ENTRADA DEL CLUB PUERTO AZUL HASTA LA POSADA JOSE ALBERTO CONTRERAS, PARROQUIA NAIGUATÁ, ESTADO LA GUAIRA","SE PLANTEA CONTINUAR LA REHABILITACIÓN DE LA CARRETERA TANAGUARENAS-NAIGUATÁ EN EL TRAMO DESCRITO, PARA LO CUAL SE REQUIERE: REMOCIÓN (ESCARIFICACIÓN) MEDIANTE EL USO DE MAQUINA PERFILADORA DE ASFALTO, RIEGO DE ADHERENCIA EMPLEANDO MATERIAL ASFALTICO",Culminado,"19","19","1175051","751277",Rehabilitación o Mejora,19200,m2,Si,Material Asfaltico Tipo Rc-250 (Ton),"2300",carpeta,Elementos no asfalticos,-66.7459475799389,10.6163350942501,3.92453379499465,"3",./3.png
"130","128",PI-2022-C-13-E-361-00038641,2022,C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Santa Lucía,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),44524.0532241556,2022/11/17,9.77,44524.0532241556,"REHABILITACIÓN INTEGRAL DE LA AVENIDA 4 EN EL TRAMO COMPRENDIDO DESDE EL MUSEO MUNICIPAL DE LA GAITA HASTA LA INTERSECCIÓN CON LA CALLE 77, PARROQUIA SANTA LUCIA, MUNICIPIO MARACAIBO, ESTADO ZULIA.","SE PLANTEA REASFALTADO DE 383,15 ML EN TRAMOS DE VÍA DETERIORADOS, A TRAVÉS DE LAS ACTIVIDADES DE LIMPIEZA A MANO EN CALZADA, SUMINISTRO, TRANSPORTE Y COLOCACIÓN DE 344,72 TONELADAS DE MEZCLA ASFÁLTICA EN CALIENTE TIPO III EN UN ESPESOR PROMEDIO DE 5",Culminado,"19","19","1180252","214708",Rehabilitación o Mejora,2997,m2,Si,Toneladas De Asfalto En Caliente Tipo Iii,"344",carpeta,Elementos no asfalticos,-71.6061747671834,10.6461122931806,-0.286219960559048,"1",./0.png
"131","129",PI-2022-C-13-E-361-00038643,2022,C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Francisco Eugenio Bustamante,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),44524.0532241556,2022/11/17,9.77,44524.0532241556,"REHABILITACIÓN INTEGRAL DE LA VÍA A LA CONCEPCIÓN EN EL TRAMO COMPRENDIDO DESDE LA AVENIDA 1E HASTA LA CALLE 94L, PARROQUIA FRANCISCO EUGENIO BUSTAMANTE, MUNICIPIO MARACAIBO, ESTADO ZULIA.","SE PLANTEA LA REHABILITACIÓN DE 918,45 ML DE TRAMOS DE VÍA DETERIORADOS, A TRAVÉS DE LAS ACTIVIDADES DE LIMPIEZA A MANO EN CALZADA, REASFALTADO Y BACHEO, INCLUYENDO EL SUMINISTRO, TRANSPORTE Y COLOCACIÓN DE 700 TN DE MEZCLA ASFÁLTICA EN CALIENTE TIP",Culminado,"19","19","1179892","204623",Rehabilitación o Mejora,5591,m2,Si,Toneladas De Asfalto En Caliente Tipo Iii,"700",bacheo/carpeta,Elementos no asfalticos,-71.6947455872202,10.6667755716712,-0.286219960559048,"1",./0.png
"132","130",PI-2022-C-13-E-361-00038648,2022,C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Olegario Villalobos,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),44524.0532241556,2022/11/17,9.77,44524.0532241556,"REASFALTADO DE LA CALLE 3C, TRAMO COMPRENDIDO ENTRE LA CALLE 72 Y CALLE 68, PARROQUIA OLEGARIO VILLALOBOS, MUNICIPIO MARACAIBO, ESTADO ZULIA","SE PLANTEA EL REASFALTADO DE 0,57 KM DE VÍA, MEDIANTE LA COLOCACIÓN DE 775 TON DE MEZCLA ASFÁLTICA EN CALIENTE TIPO III Y EL REACOTAMIENTO DE 4 BOCAS DE VISITA.",Culminado,"19","19","1180950","215353",Rehabilitación o Mejora,5612,m2,Si,Toneladas De Asfalto En Caliente Tipo Iii,"775",carpeta,Elementos no asfalticos,-71.6040355987181,10.6759741586765,-0.286219960559048,"1",./0.png
"133","131",PI-2022-C-13-E-361-00038651,2022,C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Juana De Avila,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),48822.9273285568,2022/11/17,9.77,48822.9273285568,"REASFALTADO DE LA AVENIDA 15 (PAUL MORENO) TRAMO COMPRENDIDO ENTRE CALLE 43 (LA PICOLA)  Y CALLE 19 A (COLEGIO FATIMA) PARROQUIA JUANA DE AVILA, MUNICIPIO MARACAIBO, ESTADO ZULIA.","SE PLANTEA EL REASFALTADO DE 0,58 KM DE VIALIDAD, MEDIANTE LA COLOCACIÓN DE 905 TON DE MEZCLA ASFÁLTICA EN CALIENTE TIPO III.",Culminado,"19","19","1184107","212786",Rehabilitación o Mejora,4351,m2,Si,Toneladas De Asfalto En Caliente Tipo Iii,"905",carpeta,Elementos no asfalticos,-71.6225972801222,10.7226308296975,-0.223306682633874,"1",./0.png
"134","132",PI-2022-C-3-E-132-00036509,2022,C3,ALCALDÍA DE JESÚS ENRIQUE LOSSADA (EDO. ZULIA),Occidental,Zulia,Jesús Enrique Lossada,La Concepción,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),106972.47706422,2022/03/28,4.36,106972.47706422,"Rehabilitación integral de la vialidad  del Boulevard Francia en el tramo comprendido desde la Estación de Servicio La Concepción  hasta la Planta  de Corpoelec, Sector Campo Niquitao Parroquia la Concepción, Municipio Jesús Enrique Lossada, Estado","Consiste en la rehabilitación integral de la vía con escarificado (4500 m2), colocación de 480 toneladas de mezcla asfáltica tipo 3, demarcación continua (6 km) y discontinua (3 km), señalización con marcadores reflectores (ojos de gatos) aproxima",Culminado,"19","19","1176702","189575",Rehabilitación o Mejora,480,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-71.8331323606655,10.6204826031706,0.627701905870278,"2",./1.png
"135","133",PI-2022-C-3-E-158-00036493,2022,C3,ALCALDÍA DE LEONARDO INFANTE (EDO. GUÁRICO),Los LLanos,Guárico,Leonardo Infante,Valle De La Pascua,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1108.80733944954,2022/03/28,4.36,1108.80733944954,"REHABILITACION DE LA CALLE CRISTO REY, DEL SECTOR ""DIOS ES REY"", VALLE DE LA PASCUA, MUNICIPIO LEONARDO INFANTE, ESTADO GUARICO","EL PROYECTO CONSISTE EN:  CONFORMACIÓN, NIVELACIÓN Y ENGRANZONADO DE 174 ML  (95.49M3 DE GRANZON NATURAL) CON EQUIPO MOTONIVELADORA (PATROL), Y VIBROCOMPACTADORA, PARA ELLOS SE REALIZARA LA EXCAVACIÓN EN PRÉSTAMO DE 95.49 M3  DE GRANZON NATURAL CON E",Culminado,"19","19","1017844","828668",Rehabilitación o Mejora,146.9,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-66.0083336351764,9.19472419232743,-0.921594564280954,"1",./0.png
"136","134",PI-2022-C-3-E-158-00036589,2022,C3,ALCALDÍA DE LEONARDO INFANTE (EDO. GUÁRICO),Los LLanos,Guárico,Leonardo Infante,Valle De La Pascua,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),961.876146788991,2022/03/28,4.36,961.876146788991,"REHABILITACION DE LA CALLE VIRGEN DEL CARMEN, DEL SECTOR ""DIOS ES REY"", VALLE DE LA PASCUA, MUNICIPIO LEONARDO INFANTE, ESTADO GUARICO","EL PROYECTO CONSISTE EN:  CONFORMACIÓN, NIVELACIÓN Y ENGRANZONADO DE 127.44 ML  (82.84 M3 DE GRANZON NATURAL) CON EQUIPO MOTONIVELADORA (PATROL), Y VIBROCOMPACTADORA, PARA ELLOS SE REALIZARA LA EXCAVACIÓN EN PRÉSTAMO DE 82.84 M3  DE GRANZON NATURAL C",Culminado,"19","19","1017937","828759",Rehabilitación o Mejora,127.44,Metros,Si,Granzon Natural,"80",heterogeneo_asf,Elementos no asfalticos,-66.0091653279385,9.19528211939397,-0.923744876836111,"1",./0.png
"137","135",PI-2022-C-3-E-158-00036600,2022,C3,ALCALDÍA DE LEONARDO INFANTE (EDO. GUÁRICO),Los LLanos,Guárico,Leonardo Infante,Valle De La Pascua,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1942.1376146789,2022/03/28,4.36,1942.1376146789,"REHABILITACION DE LA CALLE SAN JOSE  DEL SECTOR ""DIOS ES REY"", VALLE DE LA PASCUA, MUNICIPIO LEONARDO INFANTE, ESTADO GUARICO","EL PROYECTO CONSISTE EN:  CONFORMACIÓN, NIVELACIÓN Y ENGRANZONADO DE 216.13 ML  ( 167.93 M3 DE GRANZON NATURAL) CON EQUIPO MOTONIVELADORA (PATROL), Y VIBROCOMPACTADORA, PARA ELLOS SE REALIZARA LA EXCAVACIÓN EN PRÉSTAMO DE 167.93 M3  DE GRANZON NATURA",Culminado,"19","19","1017969","828850",Rehabilitación o Mejora,279.86,Metros,Si,Granzon,"166",heterogeneo_asf,Elementos no asfalticos,-66.0094474523524,9.19416433969248,-0.909398920041154,"1",./0.png
"138","136",PI-2022-C-3-E-158-00036676,2022,C3,ALCALDÍA DE LEONARDO INFANTE (EDO. GUÁRICO),Los LLanos,Guárico,Leonardo Infante,Valle De La Pascua,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1791.24770642202,2022/03/28,4.36,1791.24770642202,"REHABILITACION DE LA CALLE SANTA BARBARA DEL SECTOR ""DIOS ES REY"", VALLE DE LA PASCUA, MUNICIPIO LEONARDO INFANTE, ESTADO GUARICO","EL PROYECTO CONSISTE EN:  CONFORMACIÓN, NIVELACIÓN Y ENGRANZONADO DE 257.13 ML  ( 154.26 M3 DE GRANZON NATURAL) CON EQUIPO MOTONIVELADORA (PATROL), Y VIBROCOMPACTADORA, PARA ELLOS SE REALIZARA LA EXCAVACIÓN EN PRÉSTAMO DE 154.26  M3  DE GRANZON NATUR",Culminado,"19","19","1017967","828820",Rehabilitación o Mejora,257.13,Metros,Si,Granzon Natural,"149",heterogeneo_asf,Elementos no asfalticos,-66.0094427474975,9.19472436073557,-0.911607167713388,"1",./0.png
"139","137",PI-2022-C-3-E-158-00036714,2022,C3,ALCALDÍA DE LEONARDO INFANTE (EDO. GUÁRICO),Los LLanos,Guárico,Leonardo Infante,Valle De La Pascua,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1284.39449541284,2022/03/28,4.36,1284.39449541284,"REHABILITACION DE LA CALLE VIRGEN DE CHIQUINQUIRA DEL SECTOR DIOS ES EL REY. VALLE DE LA PASCUA, MUNICIPIO LEONARDO INFANTE, ESTADO GUARICO.","EL PROYECTO CONSISTE EN:  CONFORMACIÓN, NIVELACIÓN Y ENGRANZONADO DE 184,33 ML  ( 110 M3 DE GRANZON NATURAL) CON EQUIPO MOTONIVELADORA (PATROL), Y VIBROCOMPACTADORA, PARA ELLOS SE REALIZARA LA EXCAVACIÓN EN PRÉSTAMO DE 110.61  M3  DE GRANZON NATURAL",Culminado,"19","19","1017937","828728",Rehabilitación o Mejora,110,Metros,Si,Granzon Natural,"110",heterogeneo_asf,Elementos no asfalticos,-66.0094448560373,9.19555543507728,-0.91902487666626,"1",./0.png
"140","138",PI-2022-C-3-E-158-00036715,2022,C3,ALCALDÍA DE LEONARDO INFANTE (EDO. GUÁRICO),Los LLanos,Guárico,Leonardo Infante,Valle De La Pascua,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),582.660550458716,2022/03/28,4.36,582.660550458716,"REHABILITACION DE LA CALLE VIRGEN DE BETANIA SECTOR DIOS ES EL REY. VALLE DE LA PASCUA, MUNICIPIO LEONARDO INFANTE, DEL ESTADO GUARICO.","EL PROYECTO CONSISTE EN:  CONFORMACIÓN, NIVELACIÓN Y ENGRANZONADO DE 83 ML  (50 M3 DE GRANZON NATURAL) CON EQUIPO MOTONIVELADORA (PATROL), Y VIBROCOMPACTADORA, PARA ELLOS SE REALIZARA LA EXCAVACIÓN EN PRÉSTAMO DE 50.18  M3  DE GRANZON NATURAL CON EQU",Culminado,"19","19","1017969","828850",Rehabilitación o Mejora,83,Metros,Si,Granzon Natural,"50",heterogeneo_asf,Elementos no asfalticos,-66.008610561491,9.19638860260471,-0.929294631405816,"1",./0.png
"141","139",PI-2022-C-3-E-158-00036716,2022,C3,ALCALDÍA DE LEONARDO INFANTE (EDO. GUÁRICO),Los LLanos,Guárico,Leonardo Infante,Valle De La Pascua,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),762.495412844037,2022/03/28,4.36,762.495412844037,"REHABILITACION DE LA CALLE VIRGEN DEL VALLE, SECTOR DIOS ES EL REY, VALLE DE LA PASCUA MUNICIPIO LEONARDO INFANTE DEL ESTADO GUARICO.","EL PROYECTO CONSISTE EN:  CONFORMACIÓN, NIVELACIÓN Y ENGRANZONADO DE 109 ML  ( 65 M3 DE GRANZON NATURAL) CON EQUIPO MOTONIVELADORA (PATROL), Y VIBROCOMPACTADORA, PARA ELLOS SE REALIZARA LA EXCAVACIÓN EN PRÉSTAMO DE 65  M3  DE GRANZON NATURAL CON EQUI",Culminado,"19","19","1017966","828545",Rehabilitación o Mejora,109,Metros,Si,Granzon Natural,"65",heterogeneo_asf,Elementos no asfalticos,-66.0097175707216,9.19555769729761,-0.926662779343365,"1",./0.png
"142","140",PI-2022-C-3-E-219-00036532,2022,C3,ALCALDÍA DE PAZ CASTILLO (EDO. MIRANDA),Central,Miranda,Paz Castillo,Santa Lucía,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),17795.4545454545,2022/04/04,4.4,17795.4545454545,"REHABILITACIÓN DE LA CAPA ASFÁLTICA DEL CASCO CENTRAL DE SANTA LUCIA,  DESDE CALLE LA LINEA CON CRUCE CALLE SUCRE, HASTA LA CALLE MIRANDA Y BOLÍVAR. MUNICIPIO PAZ CASTILLO, ESTADO BOLIVARIANO DE MIRANDA","SANEAMIENTO , LIMPIEZA Y COLOCACIÓN DE CAPA  ASFÁLTICA, DESDE CALLE LA LINEA CON CRUCE CALLE SUCRE, HASTA LA CALLE MIRANDA Y BOLÍVAR.",Culminado,"19","19","1139566","756476",Rehabilitación o Mejora,150,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-66.6604985938325,10.3089959547322,-0.677388372656054,"1",./0.png
"143","141",PI-2022-C-3-E-219-00036534,2022,C3,ALCALDÍA DE PAZ CASTILLO (EDO. MIRANDA),Central,Miranda,Paz Castillo,Santa Lucía,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",24913.6363636364,2022/04/04,4.4,24913.6363636364,"REHABILITACION Y ACONDICIONAMIENTO DE LA VIALIDAD, EL ALTO DE SOAPIRE, LA RAIZA","LIMPIEZA, ACONDICIONAMIENTO, COLOCACION DE MATERIAL GRANULAR, COLOCACION DE MEZCLA ASFALTICA",Culminado,"19","19","1135209","749785",Rehabilitación o Mejora,210,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-66.7214234835475,10.2787484212305,-0.573215014661991,"1",./0.png
"144","142",PI-2022-C-3-E-229-00036537,2022,C3,ALCALDÍA DE PEÑA (EDO. YARACUY),Occidental,Yaracuy,Peña,Capital Peña,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),25496.171624714,2022/03/30,4.37,25496.171624714,"REHABILITACION VIAL MEDIANTE BACHEO EN LA CARRERA 13 DESDE LA CALLE 7 HASTA LA CALLE 11 SECTOR EL JOBITO, YARITAGUA MUNICIPIO PEÑA, ESTADO YARACUY.","REALIZAR LA REHABILITACIÓN VIAL MEDIANTE BACHEO DEL PAVIMENTO FLEXIBLE EN LA CARRERA 13 DESDE LA CALLE 7 HASTA LA CALLE 11 DEL SECTOR EL JOBITO, COLOCANDO 225 TONELADAS DE MEZCLA ASFALTICA TIPO IV, INCLUYE REMOCION DE LA CARPETA ASFALTICA CON MAQUINARIA",Culminado,"19","19","1114383","486662",Rehabilitación o Mejora,225,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-69.1249256246933,10.0784696140577,-0.564689712014987,"1",./0.png
"145","143",PI-2022-C-3-E-279-00036540,2022,C3,ALCALDÍA DE SILVA (EDO. FALCÓN),Occidental,Falcón,Silva,Tucacas,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),49516.9678899083,2022/03/28,4.36,49516.9678899083,"REHABILITACIÓN Y MEJORAS DE LA VÍA PRINCIPAL EN EL SECTOR DE ALTOS DE NUEVA TUCACAS DESDE LA CALLE 13 DE ABRIL HASTA LA AVENIDA PEDRO CALLES, PARROQUIA TUCACAS, MUNICIPIO JOSÉ LAURENCIO SILVA, ESTADO FALCÓN","EL PROYECTO CONTEMPLA LOS TRABAJOS DE REHABILITACIÓN Y MEJORAMIENTO EN LA VIALIDAD  MEDIANTE LA EJECUCIÓN DE LOS TRABAJOS DE CONFORMACIÓN Y ACONDICIONAMIENTO DE LA SUPERFICIE DE APOYO CON MAQUINARIA PESADA, COLOCACIÓN Y EXTENDIDO DEL MATERIAL DE PRÉ",Culminado,"19","19","1192499","572570",Rehabilitación o Mejora,750,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-68.3308377945657,10.7886093626499,-0.2131495192308,"1",./0.png
"146","144",PI-2022-C-3-E-307-00036508,2022,C3,ALCALDÍA DE TULIO FEBRES CORDERO (EDO. MÉRIDA),Los Andes,Mérida,Tulio Febres Cordero,Nueva Bolivia,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),76376.1467889908,2022/03/28,4.36,76376.1467889908,"Rehabilitación de la Calle Principal del Sector Nueva Bolivia, Parroquia Nueva Bolivia Municipio Tulio Febres Cordero del Estado Mérida I Fase","En vista de la problemática existente en la vialidad urbana del Sector Nueva Bolivia , y sus pésima condiciones , para solventar este problema se debe construir baches y carpetas de rodamiento utilizando como materiales de construcción, mezcla asfált",Culminado,"19","19","1011722","269799",Rehabilitación o Mejora,600,Metros,Si,Mezcla Asfáltica Tipo Iv Y Rc-2,"85",heterogeneo_asf,Elementos no asfalticos,-71.0864938737567,9.13758962142636,0.179929911774153,"2",./0.png
"147","145",PI-2022-C-3-E-55-00036553,2022,C3,ALCALDÍA DE BRIÓN (EDO. MIRANDA),Central,Miranda,Brión,Higuerote,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),36926.6055045872,2022/03/28,4.36,36926.6055045872,"Acondicionamiento integral del tramo vial comprendida ,entre avenida bicentenario hasta la avenida Andrés Eloy blanco de la parroquia higuerote municipio brion del estado bolivariano de miranda","El proyecto consiste en la rehabilitación, acondicionamiento, bacheo, colocación de ojos de gatos y asfaltado, del tramo vial comprendida ,entre avenida bicentenario hasta la avenida Andrés Eloy blanco de la parroquia higuerote municipio brion del est",Culminado,"19","19","1159241","817352",Rehabilitación o Mejora,571,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-66.1155179807796,10.4422084227446,-0.397407292007957,"1",./0.png
"148","146",PI-2022-C-3-E-63-00036529,2022,C3,ALCALDÍA DE CAMPO ELÍAS (EDO. MÉRIDA),Los Andes,Mérida,Campo Elías,Jají,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",34964.5321100917,2022/03/28,4.36,34964.5321100917,MEJORAMIENTO DE LA VIALIDAD DESDE EL MANZANO ALTO HASTA LA POBLACION DE JAJI. CARRETERA LOCAL 4 MERIDA - JAJI (LO04). PARROQUIA JAJI. MUNICIPIO CAMPO ELIAS DEL ESTADO BOLIVARIANO DE MERIDA.,"El proyecto consiste en el mejoramiento de la vialidad del tramo entre el sector del manzano alto hasta la población de Jaji. Carretera local 4, Mérida -Jaji. Con la construcción de muros de gaviones en varios tramos del eje vial, limpieza de laterale",Culminado,"19","19","948310","241985",Rehabilitación o Mejora,3800,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-71.2474245286083,8.58268692647585,-0.426121896292623,"1",./0.png
"149","147",PI-2022-C-3-E-8-00036466,2022,C3,ALCALDÍA DE ALBERTO ADRIANI (EDO. MÉRIDA),Los Andes,Mérida,Alberto Adriani,Presidente Páez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),106972.47706422,2022/03/28,4.36,106972.47706422,"REHABILITACIÓN DEL TRAMO VIAL COMPRENDIDO ENTRE LA  AV. 15 A LA  AV. DON PEPE ROJAS DE LA CIUDAD DEL EL VIGÍA DEL MUNICIPIO ALBERTO ADRIANI, ESTADO BOLIVARIANO DE MÉRIDA","RECUPERACIÓN DE LA VIALIDAD MEDIANTE LA COLOCACIÓN DE ASFALTO EN CALIENTE , RC2, CON EMPLEO DE MAQUINARIA TIPO FINISHER, VIBROCOMPACTADOR, TAMPO,PARA LA COLOCACIÓN DE BACHEO EN CALIENTE",Culminado,"19","19","952718","206396",Rehabilitación o Mejora,700,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-71.6598438909186,8.61334154060915,0.627701905870278,"2",./1.png
"150","148",PI-2022-C-4-E-107-00036907,2022,C4,ALCALDÍA DE FRANCISCO DE MIRANDA (EDO. TÁCHIRA),Los Andes,Táchira,Francisco De Miranda,Capital Francisco De Miranda,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),15111.1111111111,2022/05/02,4.5,15111.1111111111,CONFORMACION Y RELLENO A MAQUINA DE BASE DE PAVIMENTO CON RELLENO GRANULAR DE PRESTAMO CALLE 5 SAN JOSE DE BOLIVAR,"RELLENO, COMPACTACION Y CONFORMACION DE BASE DE PAVIMENTO EN LA CALLE 5 ENTRE CARRERAS 9 Y 14 DE SAN JOSE DE BOLIVAR CON MATERIAL GRANULAR DE PRESTAMO, NIVELACION DE BOCAS DE VISITA SUMINISTO Y COLOCACION DE TAPAS B.V.",Culminado,"19","19","875825","172800",Construcción Inicial,430,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-71.9690632269298,7.91211008858087,-0.716673273872064,"1",./0.png
"151","149",PI-2022-C-4-E-107-00036912,2022,C4,ALCALDÍA DE FRANCISCO DE MIRANDA (EDO. TÁCHIRA),Los Andes,Táchira,Francisco De Miranda,Capital Francisco De Miranda,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),23680,2022/05/02,4.5,23680,CONSTRUCCION DE COLECTOR DE AGUA LLUVIALES CALLE 5 ENTRE CARRERAS 9 Y 14 SAN JOSE DE BOLIVAR,CONSTRUCCION DE COLECTOR DE AGUAS DE LLUVIA CON TUBERIA PVC DE 315MM CON DESCARGA A QUEBRADA LA TAPONERA,Culminado,"19","19","875825","172800",Construcción Inicial,430,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-71.9690632269298,7.91211008858087,-0.59126906917003,"1",./0.png
"152","150",PI-2022-C-4-E-113-00036966,2022,C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),2862.22222222222,2022/05/02,4.5,2862.22222222222,"REHABILITACIÓN DE LA CARPETA ASFÁLTICA (BACHEO) EN AVENIDA SIMÓN RODRIGUEZ, TRAMO CALLE PILAR PELGRON - AV. AGUSTIN CODAZZI, SECTOR PIÑONAL, PARROQUIA JOAQUIN CRESPO, MUNICIPIO GIRARDOT, ESTADO ARAGUA","SE REQUIERE REHABILITAR 108,70 METROS CUADRADOS DE VIALIDAD, MEDIANTE BACHEO DE, DEBIDO A QUE EL PAVIMENTO SE ENCUENTRA DETERIORADO POR DIFERENTES FALLAS: AMBIENTALES, TIEMPO, USO, ENTRE OTRAS . CON LA EJECUCIÓN DE ESTA OBRA SE BENEFICIARAN LOS HABITANT",Culminado,"19","19","1131814","656383",Rehabilitación o Mejora,108.7,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-67.5743014633935,10.2386405934535,-0.895933641174349,"1",./0.png
"153","151",PI-2022-C-4-E-113-00036971,2022,C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),25187.5555555556,2022/05/02,4.5,25187.5555555556,"REHABILITACIÓN DE LA CARPETA ASFÁLTICA (BACHEO)  EN EL CALLEJÓN  PORTILLITO, SECTOR PORTILLITO, PARROQUIA JOAQUIN CRESPO, MUNICIPIO GIRARDOT, ESTADO ARAGUA
","SE REQUIERE REHABILITAR 956,52 METROS CUADRADOS DE VIALIDAD, MEDIANTE BACHEO DE, DEBIDO A QUE EL PAVIMENTO SE ENCUENTRA DETERIORADO POR DIFERENTES FALLAS: AMBIENTALES, TIEMPO, USO, ENTRE OTRAS . CON LA EJECUCIÓN DE ESTA OBRA SE BENEFICIARAN LOS HABITANT",Culminado,"19","19","1132285","656328",Rehabilitación o Mejora,956.52,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-67.5750677266942,10.2408049416234,-0.569206254732826,"1",./0.png
